"Edit","Expert ID","Department","Title","Year","Pub.Date","Author(s)","Journal","Volume","Pages","Issue","DOI","EID","Publication Type","Scopus Indexed","WOS Indexed","UGC CARE - B","Crossref Citation","Scopus Citation","Access"
"1371349","214851","Department of Science and Humanities","Nickel ferrite doped lithium substituted zinc and niobo vanadate glasses: thermal, physical, and electrical characterization","2020","2020-09-01","Getachew B.;Ramesh K.P.;Honnavar G.V.","Materials Research Express","7","","9","10.1088/2053-1591/abb9e0","","Article","Y","Y","N","1","1","1"
"1376123","163370","Department of Electronics and Communication Engineering","Three-Dimensional Underwater Acoustic Source Localization by Sparse Signal Reconstruction Techniques","2020","2020-07-01","Koul A.;Anand G.V.;Gurugopinath S.;Nathwani K.","SPCOM 2020 - International Conference on Signal Processing and Communications","","","","10.1109/SPCOM50965.2020.9179579","2-s2.0-85092366944","Conference Paper","Y","N","N","6","7","4"
"1376228","170075","Department of Science and Humanities","A Comparative Study of Initial Basic Feasible Solution of Fuzzy Transportation Problems using ANOVA","2018","0000-00-00","Ravi Kumar R, Radha Gupta, Karthiyayini O.","International Journal of Emerging Technologies and Innovative Research ","5","776-778","","","","article","N","N","N","","",""
"1376240","170075","Department of Science and Humanities","Statistical Investigation of Various Methods to find the Initial Basic Feasible Solution of a Transportation Problem","2017","0000-00-00","Ravi Kumar R, Radha Gupta, Karthiyayini O. ","International Journal for Research in Applied Science & Engineering Technology","5","750-754","","","","article","N","N","N","","",""
"1380706","94394","Department of Science and Humanities","Benchmark solution for the hydrodynamic stability of plane porous-Couette flow ","2020","0000-00-00","B.M. Shankar, I.S. Shivakumara, Jai Kumar","Physics of Fluids"," 32","104104","","https://doi.org/10.1063/5.0014093","","article","N","Y","N","14","0","4"
"1387874","162233","Department of Science and Humanities","Enhancement of the humidity sensing performance of polypyrrole: Role of green tea extracted copper nanoparticles","2020","2020-10-05","Kumar T.G.N.;Revanasiddappa M.;Chethan B.;Megha R.;Ravikiran Y.T.;Prashantkumar M.","AIP Conference Proceedings","2274","","","10.1063/5.0022652","2-s2.0-85095594615","Conference Paper","Y","N","N","0","0","4"
"1402059","172032","Department of Electrical and Electronics Engineering","Analysis of the energy and safety critical traction parameters for elevators","2018","2018-10-02","Anand Raghavendra Rao ., Matada Mahesh ., ","EPE Journal (European Power Electronics and Drives Journal)","28","169-181","4","10.1080/09398368.2018.1469867","2-s2.0-85046656617","Article","Y","Y","N","6","12","0"
"1402064","172032","Department of Electrical and Electronics Engineering","Performance improvement of ac-dc power factor correction converters for distributed power system","2011","0000-00-00","Mahesh, Matada","","","","","","","phdthesis","N","N","N","","",""
"1402065","172032","Department of Electrical and Electronics Engineering","Drives Analysis with Dynamic loads on Elevators and Interactive Study on Integration Systems","2017","2017-04-27","Anand Raghavendra Rao ., Matada Mahesh ., ","IEEE International Conference on Power Electronics, Drives and Energy Systems, PEDES 2016","2016-January","1-6","","10.1109/PEDES.2016.7914241","2-s2.0-85042255757","Conference Paper","Y","N","N","1","2","0"
"1402067","172032","Department of Electrical and Electronics Engineering","A brief survey on different multilevel inverter topologies for grid-tied solar photo voltaic system","2017","2017-09-27","B. Gayathri Devi ., M. Mahesh ., ","2017 5th IEEE International Conference on Smart Energy Grid Engineering, SEGE 2017","","51-55","","10.1109/SEGE.2017.8052775","2-s2.0-85032338636","Conference Paper","Y","N","N","4","5","4"
"1402068","172032","Department of Electrical and Electronics Engineering","High-power factor three-phase ac--dc soft-switched converter incorporating zero-voltage transition topology in modular systems for high-power industry applications","2011","0000-00-00","Mahesh, M and Panda, AK","IET power electronics","4","1032--1042","","","","article","N","Y","N","","",""
"1402069","172032","Department of Electrical and Electronics Engineering","Analysis of elevator drives energy consumptions with permanent magnet machines","2016","2016-10-12","R. Anand ., M. Mahesh ., ","2016 4th IEEE International Conference on Smart Energy Grid Engineering, SEGE 2016","","186-190","","10.1109/SEGE.2016.7589523","2-s2.0-84995545939","Conference Paper","Y","N","N","8","11","0"
"1402070","172032","Department of Electrical and Electronics Engineering","Elevator drives energy analysis with duty loads and behavior in dynamic conditions","2016","2016-11-07","M Mahesh ., ","2016 IEEE International Conference on Emerging Technologies and Innovative Business Practices for the Transformation of Societies, EmergiTech 2016","","133-138","","10.1109/EmergiTech.2016.7737325","2-s2.0-85006760074","Conference Paper","Y","N","N","3","3","0"
"1402071","172032","Department of Electrical and Electronics Engineering","Vertical transportation: An overview on system integration with advance technology","2018","2018-05-11","R Anand ., M. Mahesh ., ","Proceedings of the 2017 International Conference On Smart Technology for Smart Nation, SmartTechCon 2017","","476-479","","10.1109/SmartTechCon.2017.8358419","2-s2.0-85048042000","Conference Paper","Y","N","N","1","2","0"
"1402074","172032","Department of Electrical and Electronics Engineering","Development of constant current power system for hho cell operations to reduce fuel consumption","2016","2016-11-21","K.A. Pavan Kumar ., Nikhil S. Arora ., M. Mahesh ., ","Proceedings - 2016 IEEE International Power Electronics and Motion Control Conference, PEMC 2016","","273-278","","10.1109/EPEPEMC.2016.7752010","2-s2.0-85008246002","Conference Paper","Y","N","N","4","5","0"
"1402075","172032","Department of Electrical and Electronics Engineering","NI-Lab VIEW Based Automated Testing of Electronic Control Unit","2018","2018-09-26","H. R. Sukhesh ., M. Mahesh ., ","Proceedings of the International Conference on Inventive Communication and Computational Technologies, ICICCT 2018","","96-101","","10.1109/ICICCT.2018.8472990","2-s2.0-85059840483","Conference Paper","Y","N","N","1","2","0"
"1402076","172032","Department of Electrical and Electronics Engineering","Comparative analysis of the behavior of EKF algorithm integrated classical PI controller and cascade PI-fuzzy controller","2018","2018-02-07","M. Mahesh ., H. R. Sukhesh ., ","International Conference on Electrical, Electronics, Communication Computer Technologies and Optimization Techniques, ICEECCOT 2017","2018-January","393-398","","10.1109/ICEECCOT.2017.8284535","2-s2.0-85046550043","Conference Paper","Y","N","N","2","2","0"
"1402082","172032","Department of Electrical and Electronics Engineering","Development of 500W interleaved boost dc-dc converter using PWM ICs to drive power MOSFETs","2017","2017-04-27","M Mahesh ., ","IEEE International Conference on Power Electronics, Drives and Energy Systems, PEDES 2016","2016-January","1-5","","10.1109/PEDES.2016.7914218","2-s2.0-85042320098","Conference Paper","Y","N","N","0","0","4"
"1402086","172032","Department of Electrical and Electronics Engineering","Development of interleaved boost DC-DC converter with closed loop control","2017","2017-01-31","C. Prasanna Kumar ., M Mahesh ., ","2016 IEEE Annual India Conference, INDICON 2016","","","","10.1109/INDICON.2016.7838920","2-s2.0-85015203945","Conference Paper","Y","N","N","1","2","4"
"1410540","230261","","Discrete path selection and entropy based sensor node failure detection in wireless sensor networks","2016","2016-01-01","Spoorthi K.;Saha S.;Mathur A.","Cybernetics and Information Technologies","16","137-153","3","10.1515/cait-2016-0039","2-s2.0-84983541197","Article","Y","N","N","2","3","1"
"1412846","162073","","Investigation of unsaturated polyester based polymer composite radiation shields","2020","2020-10-05","Ambika M.R.;Nagaiah N.;Prashantha K.","AIP Conference Proceedings","2274","","","10.1063/5.0023047","2-s2.0-85095591792","Conference Paper","Y","N","N","1","3","4"
"1422271","163429","Department of Mechanical Engineering","A Review on Crashworthiness and Cooling Models for Lithium-Ion Batteries in Electric Vehicles","2020","2020-01-01","Mushtaq M.;Satish S.V.","Springer Proceedings in Materials","8","75-84","","10.1007/978-981-15-7827-4_7","2-s2.0-85127834418","Book Chapter","Y","N","N","0","0","4"
"1425927","401130","Department of BBA","Business ethics and Corporate Governance","2016","0000-00-00","Aruna Rani","Business ethics and Corporate Governance","","","","","","book","N","N","N","","",""
"1426221","173157","Department of Mechanical Engineering","CFD Simulation of Flow and Heat Transfer in a Horizontal Pipe Partially Filled with Porous Media,","2018","0000-00-00","12.	Siva Murali Mohan Reddy A., Venkatesh M. Kulkarni","International Journal of Research and Scientific Innovation","Vol. V","","","Issue-IC.","","article","N","N","N","","",""
"1426232","173157","Department of Mechanical Engineering","11.	Forced Convection Heat Transfer In A Horizontal Pipe Partially Filled With Porous Media - A Finite Element Analysis by using the CBS Procedure","2018","0000-00-00","12.	Siva Murali Mohan Reddy A., Venkatesh M. Kulkarni,","International Journal of Engineering Technology Science and Research","Volume 5, ","ISSN 2394 – 3386 ","","","","article","N","N","N","","",""
"1429856","308567","Department of Mechanical Engineering","Elucidation of abiotic stress signaling in plants: Functional genomics perspectives, volume 2","2015","2015-01-01","Pandey G.","Elucidation of Abiotic Stress Signaling in Plants: Functional Genomics Perspectives, Volume 2","","1-488","","10.1007/978-1-4939-2540-7","2-s2.0-84944566824","Book","Y","N","N","13","12","4"
"1434420","147499","Department of Computer Science Engineering","A Survey on Integration and Migration of Heterogeneous Computers","2017","0000-00-00","Priya B, Dr.Ajeet A C, Dheeraj D","Asian Journal of Engineering & Technical Innovation","","","","","","article","N","N","N","","",""
"1434426","147499","","A survey on fault tolerant data sharing platforms for military networks","2014","0000-00-00","Dheeraj D, Chetana P V","International Journal of Advanced Scientific Research Publications ","vol 2 issue 3 ","","","","","article","N","N","N","","",""
"1434430","147499","","A Survey On Sae: Toward Efficient Cloud Data Analysis Service For Large-Scale Social Networks","2014","0000-00-00","Dheeraj D, Manoj I","International journal for technological Research in Engineering ","","","","","","article","N","N","N","","",""
"1434700","94427","Department of Computer Science Engineering","A novel template matching implementation on object based image classification based on Multikernel Fusion Sparse Representation","2016","2016-01-01","Shivakumar G.S.;Natarajan S.;Srikanta Murthy K.","ARPN Journal of Engineering and Applied Sciences","11","9177-9186","15","","2-s2.0-84983247325","Article","Y","N","N","0","0","0"
"1434701","94427","Department of Computer Science Engineering","Sparse representation in active learning methods for remote sensing image classification - A survey","2015","2015-01-01","Shivakumar G.S.;Natarajan S.;Srikanta Murthy K.","International Journal of Applied Engineering Research","10","6419-6430","3","","2-s2.0-84926430105","Article","Y","N","N","0","2","0"
"1434705","94427","Department of Computer Science Engineering","Image sharpening using triple energy wells","2007","2007-12-01","Natarajan S.;Srikanta Murthy K.","International Conference on Artificial Intelligence and Pattern Recognition 2007, AIPR 2007","","53-57","","","2-s2.0-84876762525","Conference Paper","Y","N","N","0","0","0"
"1435118","147499","","Feature Extraction for Image Retrieval Using color spaces and GLCM","2013","0000-00-00","Dheeraj D, Madhura C","International Journal of Innovative Technology and Exploring Engineering ","vol 3 issue 2","","","","","article","N","N","N","","",""
"1435121","147499","","Development of Automatic Parser Tool for Safety Critical Automobile Software","2014","0000-00-00","Dheeraj D, Monica R ","International Journal of Technology Enhancements and Emerging Engineering Research ","vol 1 issue 5","","","","","article","N","N","N","","",""
"1435134","147499","","Development of cross-platform mobile app for integrated software","2013","0000-00-00","Dheeraj D, Priya B","NCNTMS - 2013","","","","","","conference paper","N","N","N","","",""
"1435137","147499","","A hybrid approach for under water object recognition","2013","0000-00-00","Dheeraj D, Lohith K M ","NCNTMS – 2013","","","","","","conference paper","N","N","N","","",""
"1435140","147499","","Virtualization of multilingual keyboard on Cloud","2012","0000-00-00","Dheeraj D, Priya B","RATE-2012","","","","","","conference paper","N","N","N","","",""
"1435141","147499","","A Clustered approach for analysis  and verification of Offline Signatures","2012","0000-00-00","Dheeraj D, Arpitha , Ashwini , Amulya  ","ICETIT 2012","","","","","","conference paper","N","N","N","","",""
"1435143","147499","","Offline Signature Verification Using Support Vector Machine","2012","0000-00-00","Dheeraj D, Kruthi C, Deepika Shet","Advaya-2012","","","","","","conference paper","N","N","N","","",""
